,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
20,-404.6795374293479,1329.367667697102,-297.20749837571213,-2020.4717325543668,74.88397562441595,4250.616395321776,-2823.987045736278,-9638.224821067182,234.29605588804952,6368.972569348681
21,29.280790886249232,800.8386832767169,-83.40882162544364,-250.56699489672982,224.24295660822997,1857.403644983595,-1495.7558514322077,-6231.687771614924,2589.456437668244,4240.146099695777
22,-974.8844185012221,3550.3641565125317,-856.9456766188479,-4943.134453555985,205.31718241415308,10739.049273638779,-8459.154787816364,-27831.90102413322,937.6469417832329,19219.906909111625
23,-687.392444501662,3131.6148339480806,-701.432143057726,-4289.322191073238,338.63965626860943,8470.431562309994,-7238.008369984435,-26594.791137814198,2312.502732301701,17825.561749227705
24,212.0654634101046,-549.6632906421064,103.79013800620352,772.9781147333543,249.04055542154023,-1943.0001896026977,1534.7635909458866,1949.8775904996824,2878.367224004716,-276.25784151090966
25,1181.5170181611643,-4021.193744640735,1006.789027006364,6068.423490138075,84.73986035470905,-12378.062320211831,10380.649711342929,31470.956408257665,3033.2681671374207,-18522.325738960622
26,1091.5724473000405,-3607.177354722896,844.3340454736733,5386.219069870299,280.85423243194424,-10515.714285228962,6682.039597690667,26582.278064631693,3751.4199812971206,-14522.555905637682
27,456.0019998793169,-1014.4033997439279,396.2556612495328,3254.5222280295807,-9.067544963211995,-4212.471034555007,2171.9401303957275,12527.207321971582,1286.5326077173684,-7691.19901090166
28,157.5059518625492,-784.9294821822964,123.90538966894987,1024.6975279516394,99.33818535259651,-2226.360336223611,677.8516575751086,3268.662038688358,739.0166968430893,-2885.0108791902026
29,203.5059518625492,-546.9294821822964,132.65538966894988,1247.9162779516394,159.4631853525965,-2492.360336223611,602.6016575751086,4148.662038688358,1244.2666968430894,-3665.0108791902026
30,550.4199973714734,-1536.2374423235785,445.38034159015746,2835.0264677575506,142.23226780231298,-5357.455703642863,1697.9323630664026,14089.983569298529,543.0267131450396,-9479.160710879927
31,219.96822992266485,-1165.4402489182526,213.56537894995398,1511.6132195327923,-48.50488420756252,-3127.284027084647,1827.5984928925343,7741.9552708127185,-515.6078754361,-4641.973909243249
32,-873.5221537965613,3361.3772818078605,-826.5426553673276,-5461.399241110501,166.04363286256856,10100.615677804066,-8052.778623384128,-29633.849130945484,-218.8472208981349,19352.130917827333
33,994.7453293594605,-3098.6173872918994,952.8824213864563,6133.65147048316,-234.89726557259576,-10263.668598256134,7018.917604361273,32682.729212906725,-1315.5931149730802,-21893.25393067986
34,639.7275916483238,-1454.558837206674,483.82554505631487,3303.730759530563,72.24690859729613,-5062.949865477321,1835.3410283215671,14436.709770468633,1199.146971564541,-9917.201453486605
35,396.1412773177,-1701.148037220602,324.5791864307649,2239.636945477546,-88.14555480571819,-3822.32373763725,1829.197274389374,9337.868441417026,-337.51197083097674,-5574.226943302371
36,-844.1747871281092,2958.2680073147294,-897.4905713444689,-5576.038063112857,337.6996830810026,9931.33661268551,-8701.785721142578,-31127.0008775596,1275.3815259144008,20020.54432194021
37,-430.1190481374508,969.0705178177036,-123.84461033105013,-2108.6774720483604,-82.41181464740349,4846.639663776389,-1270.8983424248916,-10039.337961311643,-1294.1083031569106,7350.989120809798
